ag_gspphot_lower,ag_gspphot_upper,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_gof_al,astrometric_matched_transits,astrometric_n_bad_obs_al,astrometric_n_good_obs_al,astrometric_n_obs_ac,astrometric_n_obs_al,astrometric_params_solved,astrometric_primary_flag,astrometric_sigma5d_max,azero_gspphot_lower,azero_gspphot_upper,b,classprob_dsc_combmod_galaxy,classprob_dsc_combmod_quasar,classprob_dsc_combmod_star,dec_error,dec_parallax_corr,dec_pmdec_corr,dec_pmra_corr,dec_pseudocolour_corr,distance_gspphot_lower,distance_gspphot_upper,duplicated_source,ebpminrp_gspphot_lower,ebpminrp_gspphot_upper,ecl_lat,ecl_lon,grvs_mag,grvs_mag_error,grvs_mag_nb_transits,has_epoch_rv,in_andromeda_survey,in_galaxy_candidates,in_qso_candidates,ipd_frac_multi_peak,ipd_frac_odd_win,ipd_gof_harmonic_amplitude,ipd_gof_harmonic_phase,l,libname_gspphot,logg_gspphot_lower,logg_gspphot_upper,matched_transits,matched_transits_removed,mh_gspphot_lower,mh_gspphot_upper,new_matched_transits,nu_eff_used_in_astrometry,parallax_over_error,parallax_pmdec_corr,parallax_pmra_corr,parallax_pseudocolour_corr,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_n_blended_transits,phot_bp_n_contaminated_transits,phot_bp_n_obs,phot_bp_rp_excess_factor,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_n_obs,phot_proc_mode,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_obs,pm,pmdec_pseudocolour_corr,pmra_pmdec_corr,pmra_pseudocolour_corr,pseudocolour,pseudocolour_error,ra_dec_corr,ra_error,random_index,ra_parallax_corr,ra_pmdec_corr,ra_pmra_corr,ra_pseudocolour_corr,ref_epoch,rv_amplitude_robust,rv_atm_param_origin,rv_chisq_pvalue,rv_expected_sig_to_noise,rv_method_used,rv_nb_deblended_transits,rv_nb_transits,rv_renormalised_gof,rvs_spec_sig_to_noise,rv_template_fe_h,rv_template_logg,rv_template_teff,rv_time_duration,rv_visibility_periods_used,scan_direction_mean_k1,scan_direction_mean_k2,scan_direction_mean_k3,scan_direction_mean_k4,scan_direction_strength_k1,scan_direction_strength_k2,scan_direction_strength_k3,scan_direction_strength_k4,solution_id,source_id,teff_gspphot_lower,teff_gspphot_upper,vbroad,vbroad_error,vbroad_nb_transits,visibility_periods_used,designation,ra,dec,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,phot_variable_flag,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,ruwe,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_mcmc_gspphot,has_mcmc_msc,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot
"null","null","319.24335","0.366543","0.07152924","0.3499526","34","0","298","0","298","95","false","2.0973802","null","null","-5.776143257798911","2.2144733e-10","6.525365e-10","0.99999654","0.72526497","-0.52086544","-0.80396384","0.35108256","0.091029584","null","null","false","null","null","-1.3341438910389203","84.12977888253899","null","null","null","false","false","false","false","0","0","0.09717416","2.9617398","184.60821256765368","null","null","null","35","0","null","null","22","null","0.84630513","0.370621","0.103910744","-0.37267745","55.94105640283286","6.4660854","8.651457","0","0","25","1.269959","133.9422569561569","0.7909933","169.33426","297","0","114.16011986940934","6.163263","18.522676","0","0","31","1.9401358","0.14465344","-0.63573116","-0.17649636","1.3501825","0.14979015","-0.6509199","0.96266687","331902304","0.3877629","0.43284124","-0.22543399","-0.21498318","2016","null","null","null","null","null","null","null","null","null","null","null","null","null","null","-6.1857414","15.175342","-0.73437774","21.141733","0.3995394","0.74894065","0.2699797","0.40926042","1636148068921376800","3403770897865879680","null","null","null","null","null","13","Gaia DR3 3403770897865879680","83.66971849247312","21.97623566191476","0.8879723857818306","1.0492344","-0.8165899077529868","1.3731526","-1.7599170635764012","0.772573","20.370073","20.969215","19.604109","NOT_AVAILABLE","1.3651066","0.5991421","0.7659645","null","null","1.0133692","0","false","false","false","false","false","false","null","null","null","null","null","null","null"
"null","null","326.41476","1.9444412","1.4112935","1.8987243","31","1","267","0","268","95","false","2.4763207","null","null","-5.765408982234323","1.1331578e-10","9.666587e-11","0.99999964","0.8629942","-0.52368","-0.81047285","0.30113283","0.1258699","null","null","false","null","null","-1.3420905797359157","84.14671442065325","null","null","null","false","false","false","false","0","0","0.106492355","4.1285677","184.62360662775998","null","null","null","31","1","null","null","20","null","-0.47460467","0.38488826","0.072695896","-0.39439458","34.96256037677938","4.571178","7.6484795","0","0","19","1.246368","121.63868117953855","0.76853806","158.27281","264","1","116.64400911964763","8.8164425","13.230281","0","0","28","2.4941025","0.03123275","-0.5885136","-0.025802432","1.4381163","0.18277419","-0.58021575","1.1878555","1471595658","0.512823","0.38397244","-0.17798221","-0.2629406","2016","null","null","null","null","null","null","null","null","null","null","null","null","null","null","-0.8953863","12.953676","5.6781864","20.358564","0.4981415","0.72048926","0.23924248","0.4119504","1636148068921376800","3403770932225612032","null","null","null","null","null","13","Gaia DR3 3403770932225612032","83.68833341313635","21.969038283567226","-0.6432362951496349","1.3553097","0.872821767352723","1.6501657","2.336392450177471","0.9044018","20.474688","21.479534","19.58074","NOT_AVAILABLE","1.8987942","1.0048466","0.8939476","null","null","1.0829338","0","false","false","false","false","false","false","null","null","null","null","null","null","null"
"null","null","369.866","0","0","0.28877228","41","4","353","0","357","31","false","0.1119054","null","null","-5.772158384707387","5.0978834e-13","1.02060084e-13","0.99999624","0.042983145","-0.49101475","-0.86677945","0.4005884","null","null","null","false","null","null","-1.3407198641039997","84.13814570616407","null","null","null","false","false","false","false","0","0","0.05373818","179.83897","184.6181284660669","null","null","null","44","0","null","null","29","1.4572815","7.941324","0.4568942","0.09474227","null","3452.4522392352","11.175275","308.93668","2","0","42","1.2526126","7988.313100194183","3.0520153","2617.3896","351","0","6553.809288662847","11.5986395","565.0498","0","0","41","3.5883558","null","-0.54473245","null","null","null","-0.59544015","0.05323484","1359340004","0.3483687","0.51952624","-0.36633638","null","2016","null","null","null","null","null","null","null","null","null","null","null","null","null","null","-9.511485","12.430989","-1.4128774","22.16863","0.40157914","0.6806716","0.2757603","0.35160077","1636148068921376800","3403770824849675520","null","null","null","null","null","16","Gaia DR3 3403770824849675520","83.67904042643427","21.970032699106806","0.45912302047320025","0.057814416","1.2407196295215677","0.07143614","-3.3670331286342137","0.04323821","15.93123","16.493223","15.206661","NOT_AVAILABLE","1.286562","0.5619936","0.72456837","null","null","1.0100046","0","true","false","false","false","false","true","null","null","null","null","null","null","null"
"1.1624","1.1745","493.1357","0.12776043","2.7408466","3.6073327","43","1","372","0","373","31","false","0.07972017","1.3955","1.4095","-5.76594433244598","5.09775e-13","1.0205361e-13","0.99999696","0.034186654","-0.55996734","-0.81959194","0.16484009","null","1166.3636","1238.5557","false","0.6368","0.6433","-1.3402438470989209","84.14503786416886","null","null","null","false","false","false","false","0","0","0.052655466","2.3245368","184.62115844219974","A","4.3336","4.3876","46","0","-0.8391","-0.7975","30","1.4809967","13.432809","0.5296952","0.12006541","null","5167.923618167118","9.691478","533.24414","0","0","37","1.2421796","11347.456324788787","3.8398259","2955.2007","355","0","8927.654904645025","13.218568","675.38745","0","0","39","2.9855695","null","-0.3567737","null","null","null","-0.47319338","0.043865696","106312149","0.41943046","0.3617245","-0.11265089","null","2016","null","null","null","null","null","null","null","null","null","null","null","null","null","null","-10.16659","11.233061","-1.8638573","21.996563","0.42696887","0.66717994","0.27358824","0.349205","1636148068921376800","3403770927928892672","6576.9585","6601.379","null","null","null","17","Gaia DR3 3403770927928892672","83.68644067887656","21.970809921011206","0.728148776471788","0.05420674","2.696812686011914","0.05450617","-1.2809472281449623","0.03382165","15.55012","16.055252","14.871052","NOT_AVAILABLE","1.1842003","0.5051317","0.67906857","null","null","1.135114","0","true","false","false","false","true","true","6592.796","4.3562","-0.8152","1209.7522","1.4044","1.1702","0.6409"
"null","null","353.3069","0","0","0.8331338","36","0","318","0","318","95","false","1.4208735","null","null","-5.766548007179479","1.755786e-10","1.938865e-10","0.99999964","0.64231837","-0.65739864","-0.7715609","0.0048522605","0.15905142","null","null","false","null","null","-1.3366413697966748","84.14227542647055","null","null","null","false","false","false","false","0","0","0.08567863","177.92847","184.6166366380886","null","null","null","38","0","null","null","25","null","1.2664138","0.55677724","0.12534334","-0.33414048","48.040285059016306","7.912076","6.0717673","1","0","25","1.3176538","128.27881291023277","0.7124165","180.06152","314","0","120.98678259907886","7.4008384","16.347713","0","0","31","0.872146","0.05069282","-0.30277544","-0.05575051","1.4067416","0.14728945","-0.5312592","0.85148436","1701212182","0.4432846","0.26700962","0.102837205","-0.2981253","2016","null","null","null","null","null","null","null","null","null","null","null","null","null","null","-6.6913805","14.317623","-0.4889665","20.635986","0.4262986","0.734271","0.27977622","0.4090846","1636148068921376800","3403770927928893440","null","null","null","null","null","14","Gaia DR3 3403770927928893440","83.68329552081073","21.97428807848592","1.3864168949723543","1.0947582","-0.12021487759982247","1.0009522","0.8638211793958797","0.6085528","20.416979","21.13453","19.54105","NOT_AVAILABLE","1.5934792","0.7175503","0.8759289","null","null","1.0324568","0","false","false","false","false","false","false","null","null","null","null","null","null","null"
"0.1445","0.6282","384.08643","0","0","0.2582695","42","1","367","0","368","31","false","0.19815685","0.1834","0.7794","-5.7643864965600535","5.097314e-13","1.02038556e-13","0.9999985","0.08678784","-0.5688799","-0.82179326","0.15669397","null","892.8695","1448.5691","false","0.0789","0.3427","-1.3377526321914788","84.14540520473346","null","null","null","false","false","false","false","0","0","0.046887286","5.1653214","184.6191699596397","MARCS","4.7239","4.9259","45","0","-2.6652","-1.1757","29","1.4732234","0.85154563","0.53837425","0.11744047","null","766.4079688461221","7.678241","99.81557","0","0","40","1.2273172","1741.9425695156456","1.5085667","1154.7003","362","0","1371.5081508300675","9.748986","140.68213","1","0","39","1.0700163","null","-0.3357432","null","null","null","-0.46530747","0.108465545","1356800535","0.3906519","0.36188287","-0.14659962","null","2016","null","null","null","null","null","null","null","null","null","null","null","null","null","null","-11.345705","11.428394","-2.8869479","23.147139","0.41440248","0.655801","0.2564575","0.3418496","1636148068921376800","3403770932227615616","4747.8447","5396.497","null","null","null","17","Gaia DR3 3403770932227615616","83.68671876460772","21.973314818459937","0.11432495229924444","0.13425581","0.8339589430010437","0.1352723","-0.6704083857174987","0.08527","17.584782","18.127392","16.9049","NOT_AVAILABLE","1.2224922","0.54261017","0.67988205","null","null","1.0086902","0","true","false","false","false","true","true","4924.929","4.8558","-1.9942","1043.724","0.3861","0.3065","0.167"
"0.3102","0.4921","395.21484","0.12518433","0.5713232","0.5999458","42","1","368","9","369","31","false","0.16073221","0.3984","0.6268","-5.762358032905536","5.0985594e-13","1.02067084e-13","0.9999955","0.070596755","-0.5511074","-0.8263162","0.102693036","null","737.6284","877.0304","false","0.1678","0.2661","-1.341198850288206","84.14972086756391","null","null","null","false","false","false","false","0","0","0.05659293","2.0744777","184.62433186036654","PHOENIX","4.7842","4.8628","45","0","-1.6564","-1.298","30","1.453006","5.8032975","0.52382714","0.11463775","null","1116.9197852095044","9.356374","119.37528","0","0","35","1.2438401","2665.0692963189504","1.8098572","1472.5302","354","0","2198.00042431855","7.6993504","285.4787","0","0","37","2.6273687","null","-0.28667372","null","null","null","-0.41082332","0.08758504","1383351267","0.3871422","0.31350937","-0.17153773","null","2016","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","1636148068921376800","3403770932227615232","4719.2134","4927.926","null","null","null","17","Gaia DR3 3403770932227615232","83.69152923577364","21.970060599253983","0.6201931676623438","0.1068691","2.4130262698532783","0.11130609","-1.0394086622514034","0.069555804","17.123096","17.718487","16.392826","NOT_AVAILABLE","1.3256607","0.5953903","0.7302704","null","null","1.0214236","0","true","false","false","false","true","true","4765.3193","4.843","-1.5614","769.2578","0.4546","0.3547","0.192"
"0.04","0.1294","380.23804","0","0","0.9149114","40","3","346","0","349","31","false","0.41201523","0.0535","0.1726","-5.761048342862977","6.918399e-11","4.5280668e-11","0.99999195","0.19902559","-0.59374374","-0.83603156","-0.00278382","null","566.1476","932.1418","false","0.0216","0.0699","-1.3420826572169169","84.151737957048","null","null","null","false","false","false","false","0","0","0.07418828","179.27533","184.6261106621115","PHOENIX","4.998","5.1645","43","0","-2.3779","-1.6541","28","1.4280404","1.1467835","0.5626701","0.12246499","null","211.97160294105814","5.819056","36.427147","1","0","37","1.2240039","558.8216833345596","1.0560585","529.1579","336","0","472.0282966638612","6.2352467","75.703224","2","0","37","3.0116682","null","-0.16715248","null","null","null","-0.31665513","0.23412947","855764973","0.3637319","0.23288618","-0.17643315","null","2016","null","null","null","null","null","null","null","null","null","null","null","null","null","null","-8.432355","11.266364","0.2022782","23.450485","0.4454675","0.6486492","0.2499627","0.35252625","1636148068921376800","3403770927928891392","4172.5093","4238.7593","null","null","null","17","Gaia DR3 3403770927928891392","83.69374325571944","21.96926578491194","0.3443853586669173","0.3003055","0.3841606996721017","0.29126102","-2.9870665330511934","0.19137906","18.819183","19.522848","18.062975","NOT_AVAILABLE","1.4598732","0.7036648","0.7562084","null","null","1.0342488","0","false","false","false","false","true","false","4198.5845","5.1311","-2.1728","626.9434","0.1028","0.0769","0.0416"
"0.0016","0.0165","427.184","0.3726169","0.8326073","1.6930829","42","1","368","0","369","31","false","0.4310353","0.0021","0.0212","-5.75794234208004","6.93809e-11","9.011907e-11","0.9999975","0.19829553","-0.6336576","-0.8447316","0.12760255","null","1149.8387","1199.186","false","0.0009","0.009","-1.345496714939972","84.15727758542009","null","null","null","false","false","false","false","0","0","0.03599628","178.56021","184.63185623476267","MARCS","4.9797","4.9982","45","0","-2.5273","-2.227","30","1.4638386","0.8572383","0.56623876","0.17637159","null","260.88807798287394","7.856492","33.206688","0","0","41","1.1887093","627.9423392734034","0.96345633","651.7601","366","0","485.5528188700642","11.371998","42.69723","1","0","40","2.1443439","null","-0.34533295","null","null","null","-0.5796059","0.24447942","771907417","0.4702343","0.4453476","-0.09325392","null","2016","null","null","null","null","null","null","null","null","null","null","null","null","null","null","-9.037749","13.563925","-0.79821026","20.634281","0.44900775","0.71192247","0.30246055","0.40892112","1636148068921376800","3403770172014642560","4498.4985","4533.007","null","null","null","15","Gaia DR3 3403770172014642560","83.69987004844592","21.966096911277127","0.2582435098010275","0.30125055","1.7150413445414423","0.29345265","-1.2871844196257363","0.18570378","18.692568","19.297407","18.032305","NOT_AVAILABLE","1.2651024","0.6048393","0.66026306","null","null","1.0625526","0","false","false","false","false","true","false","4519.539","4.9925","-2.3522","1179.3077","0.0088","0.0068","0.0037"
"null","null","382.87393","0.30893582","0.3379265","0.24773107","42","2","366","0","368","31","false","0.4764243","null","null","-5.756007875703672","8.2977375e-11","1.02477305e-13","0.99999833","0.22509591","-0.5863938","-0.8307939","0.07350662","null","null","null","false","null","null","-1.3428283046477805","84.15797759930376","null","null","null","false","false","false","false","0","0","0.06830161","5.3244233","184.62987954098418","null","null","null","44","0","null","null","30","1.4282912","1.6676966","0.56038266","0.12586485","null","180.3165061151777","8.970989","20.099958","0","0","35","1.1705674","450.4264756882794","0.92187744","488.59692","358","0","346.9380154465645","7.2888374","47.59854","0","0","36","1.558071","null","-0.24987432","null","null","null","-0.43600342","0.275108","73199090","0.39077094","0.33064297","-0.14127925","null","2016","null","null","null","null","null","null","null","null","null","null","null","null","null","null","-6.918932","11.448627","1.6437466","21.00226","0.4494962","0.67828965","0.28156698","0.3832892","1636148068921376800","3403770172014645376","null","null","null","null","null","17","Gaia DR3 3403770172014645376","83.7004983126007","21.968793331541942","0.5723419934452207","0.3431931","-1.481671629554222","0.3303858","-0.48190707075683376","0.21426232","19.053307","19.698454","18.397266","NOT_AVAILABLE","1.3011875","0.6451473","0.6560402","null","null","1.0083077","0","false","false","false","false","false","false","null","null","null","null","null","null","null"
"null","null","370.81033","1.9008471","1.3330247","1.8962673","35","2","309","0","311","95","false","3.5112455","null","null","-5.755444557533692","2.658234e-9","7.322301e-9","0.9999929","1.2218906","-0.63984245","-0.89317644","0.3100607","0.06304884","null","null","false","null","null","-1.3421486355122985","84.15823729391923","null","null","null","false","false","false","false","0","0","0.06597945","177.32974","184.62941674384433","null","null","null","37","0","null","null","25","null","0.24607696","0.46515265","0.31452876","-0.18231261","30.85561139711137","10.500865","2.9383876","0","0","3","0.87869287","114.80206964981537","0.7085383","162.02663","308","0","70.02014513240155","47.355984","1.4785913","0","0","2","2.806124","0.100026675","-0.55683774","-0.06684898","1.5874642","0.17935395","-0.77034426","1.4559829","81036495","0.5712864","0.63198316","-0.20880453","-0.20936318","2016","null","null","null","null","null","null","null","null","null","null","null","null","null","null","-3.976441","13.395987","2.3568096","18.499454","0.45925823","0.76552314","0.3128817","0.47890738","1636148068921376800","3403770176311360512","null","null","null","null","null","10","Gaia DR3 3403770176311360512","83.70074600164986","21.969483687126814","0.4789925861424362","1.9465153","0.15625968772455434","2.350817","-2.801769976088094","1.25909","20.537493","21.615208","20.134838","NOT_AVAILABLE","1.4803696","1.0777149","0.40265465","null","null","1.0768834","0","false","false","false","false","false","false","null","null","null","null","null","null","null"
"0.0036","0.1749","341.52344","0","0","-0.6579717","40","2","350","0","352","31","false","0.32391116","0.0047","0.2225","-5.76275055790322","6.505957e-11","1.11983746e-13","0.999995","0.14038956","-0.5733757","-0.8288382","0.2190896","null","1017.3784","1248.5837","false","0.002","0.0952","-1.3384728033043243","84.14770463118464","null","null","null","false","false","false","false","0","0","0.04263265","178.65128","184.62094722856983","MARCS","4.9104","4.9888","43","0","-3.0309","-2.3529","28","1.4658688","2.0887902","0.5370868","0.09078151","null","393.72582542077515","8.699032","45.26088","1","0","39","1.2415223","896.4120849303796","1.2018012","745.8905","339","0","719.1898149714472","10.434141","68.9266","3","0","37","0.4266973","null","-0.40120015","null","null","null","-0.5183563","0.17246751","183462574","0.40463042","0.41281822","-0.19429922","null","2016","null","null","null","null","null","null","null","null","null","null","null","null","null","null","-9.686047","13.121938","-0.290274","23.070854","0.39350992","0.6730322","0.2561859","0.38778782","1636148068921376800","3403770927928892288","4546.7896","4748.83","null","null","null","16","Gaia DR3 3403770927928892288","83.68922922638376","21.97269589677609","0.43266554877255725","0.20713691","0.3644275281693605","0.21461134","0.22195308961489016","0.13839833","18.306097","18.850557","17.605787","NOT_AVAILABLE","1.24477","0.5444603","0.70030975","null","null","0.9740984","0","false","false","false","false","true","false","4576.032","4.9699","-2.7351","1056.1266","0.0354","0.0276","0.015"
"0.0023","0.0356","357.55515","0","0","0.36629814","39","1","339","0","340","31","false","0.4645623","0.0031","0.0468","-5.760157322462284","5.140905e-13","6.165029e-11","0.99999875","0.22908367","-0.5441255","-0.8491343","-0.09772347","null","817.4277","1295.9036","false","0.0012","0.0193","-1.3401223562107687","84.15164095801194","null","null","null","false","false","false","false","0","0","0.06428572","177.90231","184.62435299586397","PHOENIX","4.9534","5.1136","42","0","-2.3034","-1.6881","29","1.44323","2.0670598","0.5244738","0.12633002","null","173.11837451397034","7.217401","23.986248","0","0","37","1.150531","484.4572582272965","1.0021169","483.43387","327","0","384.2647248418169","7.6715407","50.08964","0","0","38","1.9552445","null","-0.058260396","null","null","null","-0.24869153","0.2643258","119446142","0.3635277","0.17282449","-0.23207137","null","2016","null","null","null","null","null","null","null","null","null","null","null","null","null","null","-6.1349683","10.904493","2.333173","21.85245","0.458735","0.6603196","0.25128114","0.36176932","1636148068921376800","3403770927928891520","4295.05","4355.759","null","null","null","16","Gaia DR3 3403770927928891520","83.69354640428251","21.971219974537515","0.6564047799814557","0.31755483","1.1077796734057865","0.33095643","-1.6111502737070853","0.21646121","18.974228","19.742683","18.28632","NOT_AVAILABLE","1.4563637","0.7684555","0.6879082","null","null","1.0132034","0","false","false","false","false","true","false","4321.812","5.0938","-2.1931","882.3885","0.0134","0.0102","0.0055"
"null","null","331.2617","0","0","-0.19138254","37","2","327","0","329","95","false","1.0642104","null","null","-5.759809778047136","2.603425e-10","7.468247e-11","0.9999983","0.4812206","-0.62770754","-0.8035112","-0.09241698","0.21908127","null","null","false","null","null","-1.3372733172551061","84.15040751877328","null","null","null","false","false","false","false","0","0","0.040279966","12.872852","184.62125241364262","null","null","null","40","0","null","null","26","null","-1.3793753","0.52717966","0.093477756","-0.38931766","66.90409508004802","5.698511","11.740627","1","0","30","1.270593","194.99223198898105","0.82388675","236.67358","318","0","180.85167165442414","5.995564","30.164248","0","0","37","3.3207219","-0.020303957","-0.19545746","-0.080057316","1.3772552","0.10624228","-0.43339023","0.63984925","1580228306","0.54496884","0.22156167","-0.0073576868","-0.36953998","2016","null","null","null","null","null","null","null","null","null","null","null","null","null","null","-6.1514926","12.490475","0.7536694","20.128088","0.47780854","0.70600575","0.2678188","0.40069285","1636148068921376800","3403770927928893312","null","null","null","null","null","15","Gaia DR3 3403770927928893312","83.69208369854212","21.97401239002863","-1.0990921620008285","0.7968043","0.8012602874986291","0.76248384","-3.222603923545916","0.44370642","19.962324","20.77491","19.10459","NOT_AVAILABLE","1.6703205","0.81258583","0.8577347","null","null","0.9914206","0","false","false","false","false","false","false","null","null","null","null","null","null","null"
"null","null","93.259796","0","0","-0.36870942","12","0","104","0","104","3","false","26.990757","null","null","-5.757924880410302","0.000019738747","0.0004594839","0.99909234","3.2307832","null","null","null","null","null","null","false","null","null","-1.3361883853662124","84.15195861444697","null","null","null","false","false","false","false","0","0","0.0751282","163.1506","184.6210817684593","null","null","null","12","1","null","null","7","null","null","null","null","null","56.93323909291063","11.149696","5.1062593","1","0","9","1.7152721","76.81875484351413","1.160112","66.21667","103","0","74.83182849665961","11.910479","6.2828565","0","0","10","null","null","null","null","null","null","-0.61510587","2.4507217","800395781","null","null","null","null","2016","null","null","null","null","null","null","null","null","null","null","null","null","null","null","-24.079407","12.051676","-5.806085","18.287165","0.38419354","0.7260411","0.39338145","0.47234467","1636148068921376800","3403770932226949760","null","null","null","null","null","6","Gaia DR3 3403770932226949760","83.69370311795018","21.975164065868245","null","null","null","null","null","null","20.9737","20.950127","20.06268","NOT_AVAILABLE","0.88744736","-0.023572922","0.9110203","null","null","null","0","false","false","false","false","false","false","null","null","null","null","null","null","null"
"0.0023","0.0216","368.41898","0","0","-0.2792372","43","4","366","0","370","31","false","0.28122568","0.003","0.0281","-5.750811365580341","5.097929e-13","1.0204368e-13","0.99999803","0.12145035","-0.54938674","-0.8561138","0.28536114","null","726.0111","985.8799","false","0.0012","0.0117","-1.3362766105238095","84.16021153931554","null","null","null","false","false","false","false","0","0","0.062296957","178.12141","184.62528378263025","PHOENIX","4.8184","5.0463","46","0","-2.2403","-2.0325","31","1.4579023","2.5410218","0.5355814","0.06669415","null","509.7354593201635","12.802442","39.815487","2","0","42","1.2208617","1198.0283586097798","1.2648327","947.1832","364","0","952.8914102250711","6.138241","155.23853","1","0","39","2.0115962","null","-0.4408354","null","null","null","-0.5499306","0.14670174","283767432","0.36675468","0.45518568","-0.2687387","null","2016","null","null","null","null","null","null","null","null","null","null","null","null","null","null","-6.975705","13.511432","2.3643236","21.951746","0.3988065","0.69097614","0.28936857","0.4119526","1636148068921376800","3403770927928895616","4449.1255","4477.5537","null","null","null","16","Gaia DR3 3403770927928895616","83.70259588044962","21.975436267791085","0.42933968264090994","0.1689634","2.011070430554584","0.18125826","-0.04599314874635527","0.11812164","17.9912","18.57018","17.300287","NOT_AVAILABLE","1.2698936","0.5789814","0.69091225","null","null","0.9887059","0","false","false","false","false","true","true","4461.0264","4.9691","-2.1565","812.5331","0.0114","0.0088","0.0048"
"0.1693","0.5694","296.82336","0","0","-1.4165413","38","6","324","0","330","31","false","0.2404645","0.2338","0.7722","-5.766869642706043","5.9998913e-13","1.04588084e-13","0.99996144","0.11232016","-0.60886204","-0.8137122","0.12888047","null","579.3539","908.4187","false","0.0908","0.3038","-1.3312511845729316","84.1388127230338","null","null","null","false","false","false","false","0","0","0.04955043","179.23357","184.6102060900314","PHOENIX","4.7264","4.9168","41","0","-1.0696","-0.5067","27","1.3845649","5.3296523","0.5680416","0.09937764","null","458.29303600053856","14.442537","31.732168","0","0","37","1.3317977","1288.4489845471962","1.3825619","931.9286","314","0","1257.6604187274309","9.895942","127.0885","0","0","33","7.6867547","null","-0.29965976","null","null","null","-0.45038053","0.14100797","401741424","0.42771882","0.34962413","-0.08483165","null","2016","null","null","null","null","null","null","null","null","null","null","null","null","null","null","-12.6330385","11.095074","-4.1128373","23.043583","0.39816007","0.648274","0.22619931","0.3521355","1636148068921376800","3403771000947092224","3945.2092","4319.227","null","null","null","17","Gaia DR3 3403771000947092224","83.67931154050949","21.97952150045702","0.9682285101141125","0.18166824","6.905270585885465","0.16432099","-3.376897597938881","0.10750873","17.912199","18.685684","16.998987","NOT_AVAILABLE","1.686697","0.7734852","0.9132118","null","null","0.94342107","0","false","false","false","false","true","true","4046.2998","4.8572","-0.9237","660.2361","0.4014","0.2923","0.1568"
"null","null","306.10898","0","0","-1.2855998","37","1","327","0","328","95","false","0.6587024","null","null","-5.765531866317567","3.1561165e-10","2.8533875e-10","0.9999929","0.3337171","-0.6339782","-0.83470553","-0.1977059","0.18562809","null","null","false","null","null","-1.332919434268824","84.14131219314011","null","null","null","false","false","false","false","0","0","0.058459055","8.57911","184.61291001047402","null","null","null","39","0","null","null","27","null","1.2374263","0.5202932","0.2447664","-0.3463287","140.15207028349815","6.5427823","21.420868","0","0","36","1.2921586","329.18404612449336","0.95692253","344.0028","324","0","285.2059381610272","9.461831","30.142784","0","0","34","2.4971004","0.0068824715","0.0043233074","-0.07366154","1.3466703","0.06780028","-0.41847926","0.3965814","280202859","0.51755637","0.25526264","-0.08410977","-0.28917077","2016","null","null","null","null","null","null","null","null","null","null","null","null","null","null","-6.4443965","12.84985","2.5642898","21.017601","0.4796157","0.6888379","0.2516012","0.42444587","1636148068921376800","3403770996649344512","null","null","null","null","null","14","Gaia DR3 3403770996649344512","83.68208237473033","21.97796428535541","0.6124950627050858","0.494975","-2.3287132591269577","0.46057144","-0.9014459888259748","0.2945281","19.39377","19.972044","18.609999","NOT_AVAILABLE","1.3620453","0.5782738","0.7837715","null","null","0.9486724","0","false","false","false","false","false","false","null","null","null","null","null","null","null"
