ag_gspphot_lower,ag_gspphot_upper,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_gof_al,astrometric_matched_transits,astrometric_n_bad_obs_al,astrometric_n_good_obs_al,astrometric_n_obs_ac,astrometric_n_obs_al,astrometric_params_solved,astrometric_primary_flag,astrometric_sigma5d_max,azero_gspphot_lower,azero_gspphot_upper,b,classprob_dsc_combmod_galaxy,classprob_dsc_combmod_quasar,classprob_dsc_combmod_star,dec_error,dec_parallax_corr,dec_pmdec_corr,dec_pmra_corr,dec_pseudocolour_corr,distance_gspphot_lower,distance_gspphot_upper,duplicated_source,ebpminrp_gspphot_lower,ebpminrp_gspphot_upper,ecl_lat,ecl_lon,grvs_mag,grvs_mag_error,grvs_mag_nb_transits,has_epoch_rv,in_andromeda_survey,in_galaxy_candidates,in_qso_candidates,ipd_frac_multi_peak,ipd_frac_odd_win,ipd_gof_harmonic_amplitude,ipd_gof_harmonic_phase,l,libname_gspphot,logg_gspphot_lower,logg_gspphot_upper,matched_transits,matched_transits_removed,mh_gspphot_lower,mh_gspphot_upper,new_matched_transits,nu_eff_used_in_astrometry,parallax_over_error,parallax_pmdec_corr,parallax_pmra_corr,parallax_pseudocolour_corr,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_n_blended_transits,phot_bp_n_contaminated_transits,phot_bp_n_obs,phot_bp_rp_excess_factor,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_n_obs,phot_proc_mode,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_obs,pm,pmdec_pseudocolour_corr,pmra_pmdec_corr,pmra_pseudocolour_corr,pseudocolour,pseudocolour_error,ra_dec_corr,ra_error,random_index,ra_parallax_corr,ra_pmdec_corr,ra_pmra_corr,ra_pseudocolour_corr,ref_epoch,rv_amplitude_robust,rv_atm_param_origin,rv_chisq_pvalue,rv_expected_sig_to_noise,rv_method_used,rv_nb_deblended_transits,rv_nb_transits,rv_renormalised_gof,rvs_spec_sig_to_noise,rv_template_fe_h,rv_template_logg,rv_template_teff,rv_time_duration,rv_visibility_periods_used,scan_direction_mean_k1,scan_direction_mean_k2,scan_direction_mean_k3,scan_direction_mean_k4,scan_direction_strength_k1,scan_direction_strength_k2,scan_direction_strength_k3,scan_direction_strength_k4,solution_id,source_id,teff_gspphot_lower,teff_gspphot_upper,vbroad,vbroad_error,vbroad_nb_transits,visibility_periods_used,designation,ra,dec,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,phot_variable_flag,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,ruwe,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_mcmc_gspphot,has_mcmc_msc,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot
"0.4121","0.5048","319.57883","0","0","0.14940968","36","3","310","0","313","95","false","0.19942096","0.5306","0.6475","-5.785404842547969","6.504875e-13","1.02043984e-13","0.99999976","0.07694392","-0.52935356","-0.8415846","0.44977203","-0.0046233498","1094.5157","1287.6073","false","0.2194","0.2675","-1.2974454166341864","84.09804724194538","null","null","null","false","false","false","false","0","0","0.044355366","1.6960075","184.56035229868897","PHOENIX","4.5125","4.5978","38","0","-0.446","-0.1449","24","null","4.080099","0.4453406","0.050016925","-0.15607548","1221.0770654423206","30.58159","39.9285","9","0","35","1.1910548","3135.385106767275","2.3250647","1348.5153","306","0","2513.338515587667","64.89144","38.731434","8","0","36","2.5735867","0.21086171","-0.6058871","-0.18547995","1.4603089","0.016251348","-0.5483011","0.08882416","1128247244","0.31608236","0.45527333","-0.28719229","-0.062876","2016","null","null","null","null","null","null","null","null","null","null","null","null","null","null","-21.139572","11.846371","-7.5309696","24.310486","0.3460883","0.6467247","0.3009479","0.28542927","1636148068921376800","3403818172572315136","4799.239","4997.235","null","null","null","16","Gaia DR3 3403818172572315136","83.63379720510918","22.011502965868782","0.42808979193953467","0.104921415","-1.301885393001223","0.12527291","-2.2200096427129097","0.08060457","16.94664","17.621685","16.247269","NOT_AVAILABLE","1.3744164","0.675045","0.69937134","null","null","1.004967","0","true","false","false","false","true","true","4897.6113","4.5566","-0.3056","1223.7292","0.5935","0.4617","0.2455"
"0.7041","0.8408","4267.5527","0.9543575","125.09036","35.37236","37","0","318","0","318","95","false","0.31917405","0.8632","1.0245","-5.783003966465305","2.0764418e-11","1.0212088e-13","0.9999902","0.12424647","-0.48208302","-0.81308556","0.440996","0.000073960626","618.5807","737.7889","false","0.388","0.4632","-1.2934310922881007","84.09851267467157","null","null","null","false","false","false","false","0","0","0.04444214","160.82172","184.5570849538119","MARCS","4.5761","4.675","39","0","-1.839","-1.3981","24","null","0.19779667","0.4062946","0.07355562","-0.12117213","5171.043589624322","40.226376","128.54858","22","0","33","1.3228716","10680.19415017168","15.1318655","705.80817","312","0","8957.481799516354","57.80079","154.97162","23","0","32","5.8491173","0.20083596","-0.6030057","-0.16401584","1.3021291","0.026822945","-0.54335415","0.14925055","1048507129","0.33327773","0.43715048","-0.20373474","-0.05308738","2016","null","null","null","null","null","null","null","null","null","null","null","null","null","null","-18.665201","12.6126995","-7.067058","26.089394","0.35116997","0.633451","0.2701491","0.28619087","1636148068921376800","3403818176867563264","5654.941","5912.6953","null","null","null","16","Gaia DR3 3403818176867563264","83.63410759604245","22.015533909911742","0.03328149762588889","0.16826116","2.291193876155135","0.20172192","-5.381691264826657","0.13022466","15.615919","16.054596","14.867431","NOT_AVAILABLE","1.1871653","0.43867683","0.7484884","null","null","2.7090178","0","true","false","false","false","true","true","5755.4546","4.6352","-1.6532","659.2952","0.9282","0.7591","0.4183"
"0.6293","0.7168","315.4811","0","0","-0.68019193","38","1","328","0","329","95","false","0.100864336","0.7943","0.9014","-5.7785899300490176","5.102355e-13","1.02135904e-13","0.99998873","0.04429354","-0.5735363","-0.7704457","0.20812099","0.13121916","758.953","844.084","false","0.3399","0.3864","-1.2929514012945058","84.10332731056744","null","null","null","false","false","false","false","0","0","0.065362014","178.22115","184.5590737791206","MARCS","4.6194","4.6622","40","0","-0.6577","-0.4408","24","null","9.867309","0.49024957","0.10732911","-0.19611552","2542.9824065777434","44.024788","57.762512","2","0","38","1.272277","5961.351638589473","3.0745034","1938.964","321","0","5041.508030691832","87.95202","57.321117","3","0","37","5.2872825","0.10332578","-0.38920686","-0.057931617","1.4538078","0.010920508","-0.46383613","0.054752834","1102841969","0.39019543","0.333907","-0.06191199","-0.13453227","2016","null","null","null","null","null","null","null","null","null","null","null","null","null","null","-21.615618","11.542711","-9.227678","27.313282","0.36026004","0.60800564","0.2576635","0.29278195","1636148068921376800","3403818275651532800","5150.781","5295.6807","null","null","null","17","Gaia DR3 3403818275651532800","83.63927173930551","22.016225394861394","0.6776832619472173","0.068679646","-1.9509247168638446","0.06806129","-4.914188748610171","0.044188377","16.249004","16.825184","15.491494","NOT_AVAILABLE","1.3336897","0.5761795","0.7575102","null","null","0.97229105","0","true","false","false","false","true","true","5204.022","4.6405","-0.5562","791.1467","0.8369","0.6638","0.3584"
"null","null","113.14632","2.654579","0.6265972","1.2889163","12","0","100","0","100","3","false","8.866476","null","null","-5.7771856772899275","0.000019192697","0.00013560869","0.9992094","2.7977715","null","null","null","null","null","null","false","null","null","-1.289467110569992","84.10294760112787","null","null","null","false","false","false","false","0","0","0.09024119","102.729744","184.55584607898533","null","null","null","14","1","null","null","7","null","null","null","null","null","71.65829199870099","14.3320055","4.999879","0","0","8","1.9500569","81.38790509006523","1.4116639","57.65388","98","0","87.0527503679883","33.129395","2.6276588","0","0","7","null","null","null","null","null","null","-0.613618","2.6343455","1234475403","null","null","null","null","2016","null","null","null","null","null","null","null","null","null","null","null","null","null","null","-36.825066","16.617867","-13.837961","35.80143","0.38413137","0.59202987","0.47133827","0.30727884","1636148068921376800","3403818279945064960","null","null","null","null","null","8","Gaia DR3 3403818279945064960","83.63869698205963","22.01968956452037","null","null","null","null","null","null","20.910967","20.700377","19.89844","NOT_AVAILABLE","0.8019371","-0.21059036","1.0125275","null","null","null","0","false","false","false","false","false","false","null","null","null","null","null","null","null"
"null","null","346.23123","1.3756512","2.0753617","2.0386295","31","1","268","0","269","95","false","0.93136156","null","null","-5.776021049739161","1.9292725e-11","2.7952745e-9","0.99999577","0.4661926","-0.6187502","-0.77436674","-0.1125567","0.23393941","null","null","false","null","null","-1.292742059551092","84.10616939043689","null","null","null","false","false","false","false","2","0","0.035509516","1.5392785","184.56031213406337","null","null","null","32","0","null","null","21","null","3.9164424","0.48855034","0.25241607","-0.27319187","102.95730467947149","13.118155","7.8484597","0","0","18","1.6721722","255.44769023629456","1.0050582","254.1621","264","1","324.19520916286774","20.31657","15.957182","0","0","28","7.7916336","0.014031301","-0.11627678","-0.17499942","1.2259287","0.108876586","-0.45444837","0.5857061","1721674843","0.54737616","0.28575015","0.07989264","-0.18871304","2016","null","null","null","null","null","null","null","null","null","null","null","null","null","null","-12.721072","11.451979","-3.6197355","22.770441","0.45376292","0.63366646","0.21221176","0.34532186","1636148068921376800","3403818206932056704","null","null","null","null","null","14","Gaia DR3 3403818206932056704","83.64232366643529","22.016559750105287","2.860640777701983","0.7304182","7.767856786387039","0.651271","0.6082414059574225","0.41677943","19.669111","20.3069","18.470879","NOT_AVAILABLE","1.8360214","0.6377888","1.1982327","null","null","1.0890578","0","false","false","false","false","false","false","null","null","null","null","null","null","null"
"null","null","277.19846","0","0","0.63932914","29","1","251","0","252","95","false","1.0613738","null","null","-5.789366898384111","1.8081836e-9","8.704222e-11","0.99998695","0.45211962","-0.5056866","-0.8151952","0.3552368","-0.010769021","null","null","false","null","null","-1.2843130595370122","84.08594435897014","null","null","null","false","false","false","false","0","0","0.023998283","17.931591","184.54285142271553","null","null","null","30","0","null","null","18","null","3.0129035","0.3755233","0.09951986","-0.13738248","122.05599898419696","17.792501","6.8599687","1","0","26","1.7202646","294.2454523926683","1.1435031","257.31934","248","0","384.1240057593669","28.201643","13.6206255","2","0","27","6.806638","0.23052244","-0.48363855","-0.13155127","1.332275","0.09111658","-0.6301339","0.5577721","373889305","0.45118225","0.51838076","-0.28162712","-0.0643622","2016","null","null","null","null","null","null","null","null","null","null","null","null","null","null","-20.548023","15.98446","-9.705045","27.72075","0.3608138","0.6323295","0.23230983","0.35221416","1636148068921376800","3403818378730741120","null","null","null","null","null","13","Gaia DR3 3403818378730741120","83.62013261865015","22.024088122994844","1.6862511627950514","0.55967647","-0.3507047688373023","0.66634166","-6.797596678419813","0.44946","19.515593","20.122145","18.286716","NOT_AVAILABLE","1.8354282","0.6065521","1.2288761","null","null","1.0276473","0","false","false","false","false","false","false","null","null","null","null","null","null","null"
"null","null","232.76749","3.2875922","1.2080667","3.6086602","20","0","165","0","165","3","false","7.7069235","null","null","-5.785951878350434","0.0001405753","0.00035864144","0.99864274","2.2255144","null","null","null","null","null","null","false","null","null","-1.286142011005033","84.09093157305172","null","null","null","false","false","false","false","0","0","0.1171872","99.91084","184.54693950830008","null","null","null","21","0","null","null","12","null","null","null","null","null","88.25525600283515","8.731407","10.107793","0","0","17","2.6496165","92.28809437318826","1.6329148","56.517395","163","0","156.27279493044392","22.90064","6.823949","0","0","18","null","null","null","null","null","null","-0.80527306","2.6350894","1691806249","null","null","null","null","2016","null","null","null","null","null","null","null","null","null","null","null","null","null","null","-31.345057","19.526207","-10.9001875","24.949825","0.20882663","0.75658494","0.22807798","0.48297828","1636148068921376800","3403818383024285312","null","null","null","null","null","12","Gaia DR3 3403818383024285312","83.62559296699527","22.022481303140115","null","null","null","null","null","null","20.774502","20.474192","19.263187","NOT_AVAILABLE","1.2110043","-0.30031013","1.5113144","null","null","null","0","false","false","false","false","false","false","null","null","null","null","null","null","null"
"null","null","279.35077","1.9631048","1.5021969","2.184692","29","4","235","0","239","3","false","2.6622882","null","null","-5.785191384179561","0.000012640095","0.00013292705","0.99928856","0.9684352","null","null","null","null","null","null","false","null","null","-1.283994062626491","84.09057617544453","null","null","null","false","false","false","false","0","0","0.070875525","84.08059","184.54488906980407","null","null","null","30","0","null","null","17","null","null","null","null","null","78.15585354656365","9.637523","8.109538","1","0","21","1.4929066","158.7128855794884","1.0138372","156.5467","229","0","158.7876568825348","19.79188","8.022869","1","0","25","null","null","null","null","null","null","-0.7574487","1.197146","90496139","null","null","null","null","2016","null","null","null","null","null","null","null","null","null","null","null","null","null","null","-23.620464","16.004707","-14.578831","28.270332","0.3272513","0.6366862","0.2191112","0.37222353","1636148068921376800","3403818383024283136","null","null","null","null","null","13","Gaia DR3 3403818383024283136","83.62510770875367","22.024611458572952","null","null","null","null","null","null","20.185837","20.606138","19.245853","NOT_AVAILABLE","1.3602848","0.42030144","0.93998337","null","null","null","0","false","false","false","false","false","false","null","null","null","null","null","null","null"
"null","null","327.3307","1.0578263","1.5413884","0.52765095","32","4","275","0","279","95","false","0.78534263","null","null","-5.777309442190588","5.163117e-13","1.1059607e-13","0.99998283","0.38325152","-0.56838864","-0.77331144","0.07068091","0.017039785","null","null","false","null","null","-1.2814749501614175","84.0982196430159","null","null","null","false","false","false","false","0","0","0.0080000665","56.856243","184.54651419584823","null","null","null","33","0","null","null","21","null","1.8833611","0.45376766","0.11087268","-0.08765007","101.64108458671856","19.218693","5.2886577","0","0","23","1.3461018","305.25057214795544","1.1492195","265.61554","265","0","309.2572632229346","13.529169","22.858555","0","0","30","3.855665","0.16842026","-0.25344193","-0.08819125","1.1917502","0.08677207","-0.43244672","0.48883215","1123406207","0.47989532","0.26608816","0.029072456","-0.18594201","2016","null","null","null","null","null","null","null","null","null","null","null","null","null","null","-16.495258","12.570942","-6.6940665","23.99795","0.4144239","0.6265942","0.21909466","0.33467528","1636148068921376800","3403818275651529856","null","null","null","null","null","14","Gaia DR3 3403818275651529856","83.63322289089727","22.027465485519553","1.0612163549009392","0.5634694","1.145258952808431","0.55205846","3.6816481950553834","0.35793817","19.475725","20.32087","18.522097","NOT_AVAILABLE","1.7987728","0.8451443","0.95362854","null","null","1.0215864","0","false","false","false","false","false","false","null","null","null","null","null","null","null"
"1.1258","1.1833","737.8964","0.56993186","13.633892","12.126322","35","0","298","0","298","95","false","0.20839581","1.4862","1.5584","-5.78525879004421","1.3809899e-12","1.0220714e-13","0.99999946","0.08646359","-0.5466143","-0.716835","0.2770014","0.030322779","906.6584","972.0547","false","0.5994","0.63","-1.278010419777903","84.08706543283701","null","null","null","false","false","false","false","1","0","0.07893913","1.0204766","184.53791680161663","MARCS","4.5187","4.5572","37","0","0.0473","0.185","20","null","0.19065133","0.48467487","0.05004994","-0.02233129","1156.260328117876","45.965023","25.155222","11","0","34","1.2649201","3458.8326237056112","3.9490166","875.8719","296","0","3218.8867938641624","48.092556","66.93108","10","0","34","0.66064084","0.21776207","-0.43154168","-0.024758061","1.402084","0.021183616","-0.46884716","0.11196353","782133782","0.37021664","0.3333028","-0.011839619","-0.09494238","2016","null","null","null","null","null","null","null","null","null","null","null","null","null","null","-31.155693","12.694209","-14.576803","31.87798","0.321913","0.5782621","0.28623322","0.30365616","1636148068921376800","3403818378730741376","4924.4424","5005.153","null","null","null","17","Gaia DR3 3403818378730741376","83.6210399124917","22.030434149592832","0.025293900855784285","0.132671","0.0018500232526793975","0.13913402","-0.6606382316784835","0.091341734","16.840042","17.680902","15.978631","NOT_AVAILABLE","1.7022715","0.84086037","0.8614111","null","null","1.5403504","0","true","false","false","false","true","true","4965.2373","4.5383","0.1108","936.2419","1.5235","1.1553","0.6149"
"null","null","259.31683","0","0","-0.9744627","33","3","279","0","282","95","false","0.34250683","null","null","-5.784950805461318","null","null","null","0.14800297","-0.5448919","-0.7514222","0.3496506","0.07428628","null","null","false","null","null","-1.2774192439599235","84.08708139313939","null","null","null","false","false","false","false","0","0","0.058742594","162.47374","184.53740935186997","null","null","null","35","0","null","null","19","null","0.30503294","0.47685808","0.020981137","-0.074029095","null","null","null","null","null","0","null","925.7266432234602","1.5027596","616.0178","277","2","null","null","null","null","null","0","4.109713","0.13226281","-0.43952578","0.031307057","1.4593788","0.035010006","-0.51928383","0.18482031","454100882","0.39134994","0.4255851","-0.15807989","-0.1624104","2016","null","null","null","null","null","null","null","null","null","null","null","null","null","null","-32.11341","14.895541","-13.998645","32.19338","0.2940292","0.5788545","0.25616318","0.34365022","1636148068921376800","3403818486105207552","null","null","null","null","null","16","Gaia DR3 3403818486105207552","83.62102891713299","22.031025452869606","0.06372429839133709","0.20890957","3.19466346113018","0.21937941","-2.5853179125084815","0.15154582","18.27116","null","null","NOT_AVAILABLE","null","null","null","null","null","0.9573844","0","false","false","false","false","false","false","null","null","null","null","null","null","null"
"1.4089","1.5227","361.28583","0.13807754","2.0469115","1.5486475","35","1","302","0","303","95","false","0.10226305","1.6972","1.8235","-5.781801837781332","5.0985756e-13","1.02073704e-13","0.9999949","0.041164692","-0.5322862","-0.7550843","0.3453125","0.07399705","1617.0024","1659.9159","false","0.7624","0.8255","-1.276389204367108","84.09012154094356","null","null","null","false","false","false","false","0","0","0.045068637","3.083869","184.53803130111254","PHOENIX","4.3399","4.3507","37","0","-0.2071","-0.1011","21","null","8.356533","0.4506206","-0.024615409","-0.113395795","3729.1680061145776","62.925255","59.263454","1","1","32","1.2371885","8521.439559033526","3.7517552","2271.3208","288","0","6813.4582217475845","26.552908","256.59933","0","0","29","7.1403384","0.17449078","-0.49660373","0.007722364","1.4485981","0.009662058","-0.51688606","0.052893206","401899224","0.4021199","0.36370787","-0.16852203","-0.18972082","2016","null","null","null","null","null","null","null","null","null","null","null","null","null","null","-26.411901","12.016071","-15.240239","29.10305","0.31138837","0.59162873","0.20887427","0.33039832","1636148068921376800","3403818486105206400","6874.652","7163.3335","null","null","null","17","Gaia DR3 3403818486105206400","83.62425542760883","22.03218881028813","0.4919045269297574","0.058864668","4.165807058876947","0.06619069","-5.799179850450379","0.043212764","15.861084","16.409512","15.164476","NOT_AVAILABLE","1.2450352","0.5484276","0.6966076","null","null","1.06317","0","true","false","false","false","true","true","7121.1367","4.3448","-0.173","1648.3073","1.8071","1.5078","0.8173"
"null","null","222.73872","2.3103273","0.9526275","2.3851714","21","0","180","0","180","3","false","6.9759173","null","null","-5.7734267413916065","0.0002674059","0.00025373453","0.99855524","2.3246222","null","null","null","null","null","null","false","null","null","-1.283684965945547","84.10396475382763","null","null","null","false","false","false","false","0","0","0.05320789","98.12264","184.55131334038683","null","null","null","22","1","null","null","15","null","null","null","null","null","68.70588484011336","9.715551","7.071743","0","0","18","1.9754673","107.5973247241944","1.0988321","97.91971","178","0","143.84911297488776","20.93225","6.872129","0","0","20","null","null","null","null","null","null","-0.87896615","3.0842247","1130724084","null","null","null","null","2016","null","null","null","null","null","null","null","null","null","null","null","null","null","null","-10.756099","18.195454","-3.2320483","20.111328","0.23431475","0.8239869","0.25389704","0.45000625","1636148068921376800","3403818279945058560","null","null","null","null","null","11","Gaia DR3 3403818279945058560","83.63951790520014","22.025510914445373","null","null","null","null","null","null","20.607862","20.746058","19.353128","NOT_AVAILABLE","1.3929291","0.13819504","1.254734","null","null","null","0","false","false","false","false","false","false","null","null","null","null","null","null","null"
"0.5454","0.5549","314.71817","0","2.2399445e-15","-0.34224594","38","2","327","0","329","31","false","0.03791073","0.6646","0.6759","-5.766255792034035","5.115425e-13","1.0241194e-13","0.99996144","0.016030028","-0.51730365","-0.7903271","0.27203596","null","492.9359","504.1705","false","0.2949","0.3001","-1.2756356481090447","84.10761554272332","12.653738","0.04753329","12","false","false","false","false","0","0","0.05870407","178.63855","184.54612073735092","MARCS","4.4157","4.4302","40","0","-0.3882","-0.364","24","1.5005744","73.10558","0.47821555","0.04266041","null","23016.62086225688","38.835846","592.6643","0","0","39","1.2346048","48116.81483379303","9.538929","5044.258","324","0","36388.6318452836","72.28433","503.40967","0","0","40","5.0191345","null","-0.4491351","null","null","null","-0.4676792","0.020967921","590558555","0.4172396","0.35555333","-0.07533115","null","2016","null","111","null","10.766836","2","2","14","null","null","-0.5","1","5500","917.0709","12","-20.1279","12.349293","-8.494641","26.969536","0.36073104","0.61718816","0.25475988","0.29956406","1636148068921376800","3403818314306510848","5702.764","5721.158","null","null","null","17","Gaia DR3 3403818314306510848","83.64306878849608","22.03371324808822","1.7793738049994385","0.02433978","1.6283238121867623","0.025189256","-4.7476599537514295","0.015937585","13.981625","14.433438","13.345481","NOT_AVAILABLE","1.0879574","0.4518137","0.6361437","-27.907375","3.8462055","0.9855136","0","true","true","false","false","true","true","5711.474","4.423","-0.3771","498.4916","0.6701","0.55","0.2974"
"null","null","258.02505","1.824755","1.7314985","0.65283275","26","1","222","0","223","95","false","1.6862657","null","null","-5.843596291256215","8.9426766e-10","4.4809548e-10","0.99999136","0.6626233","-0.5685192","-0.6873093","0.28888693","0.21877722","null","null","false","null","null","-1.2742765519984949","84.01765246686504","null","null","null","false","false","false","false","0","0","0.05631138","15.836745","184.4999531423558","null","null","null","28","0","null","null","14","null","0.34706396","0.3642844","0.07159943","-0.236605","49.139354435826064","6.353158","7.7346344","0","0","19","1.3084399","137.19293668628995","0.9796217","140.04686","217","0","130.36935360537308","8.372584","15.570981","0","0","21","2.44296","-0.0060314466","-0.42270464","0.15004921","1.1642082","0.15915371","-0.5916693","0.9428429","854304069","0.54246384","0.4256698","-0.2297124","-0.3560435","2016","null","null","null","null","null","null","null","null","null","null","null","null","null","null","-31.500319","14.888674","-28.693134","31.801756","0.28686318","0.5835844","0.20631883","0.3804757","1636148068921376800","3403819035861570944","null","null","null","null","null","14","Gaia DR3 3403819035861570944","83.54607287727654","22.031078702017474","0.3470752330624278","1.0000324","-2.260122352632036","1.1153741","-0.9273081550136897","0.69131124","20.344038","21.109968","19.459957","NOT_AVAILABLE","1.6500111","0.7659302","0.8840809","null","null","1.0300144","0","false","false","false","false","false","false","null","null","null","null","null","null","null"
"null","null","71.42815","0","6.330018e-16","0.77903414","8","0","68","0","68","3","false","21.14429","null","null","-5.841807128365237","0.000010054215","0.000014455705","0.999629","6.3927617","null","null","null","null","null","null","false","null","null","-1.274019501290847","84.01956812868956","null","null","null","false","false","false","false","0","0","0.036775656","86.72457","184.50068696607786","null","null","null","9","0","null","null","5","null","null","null","null","null","30.810430002596398","12.14476","2.536932","0","0","5","1.8002602","74.04250451261451","1.2376206","59.826496","66","0","102.48534411718835","16.633429","6.1614084","0","0","7","null","null","null","null","null","null","-0.97796094","8.973204","68107418","null","null","null","null","2016","null","null","null","null","null","null","null","null","null","null","null","null","null","null","-147.00114","30.306837","-43.11572","34.929497","0.34523696","0.7300383","0.36593413","0.6365714","1636148068921376800","3403818829700922624","null","null","null","null","null","7","Gaia DR3 3403818829700922624","83.54812446364879","22.031421134565885","null","null","null","null","null","null","21.013664","21.616798","19.721241","NOT_AVAILABLE","1.8955574","0.60313416","1.2924232","null","null","null","0","false","false","false","false","false","false","null","null","null","null","null","null","null"
"null","null","63.19336","0","0","0.07659945","8","1","68","0","69","3","false","4.100453","null","null","-5.839826994324599","0.000021737","0.000087920314","0.99948126","1.3798391","null","null","null","null","null","null","false","null","null","-1.2735943232077553","84.02160753622628","null","null","null","false","false","false","false","0","0","0.17027721","0.44426998","184.50133607060505","null","null","null","8","0","null","null","5","null","null","null","null","null","34.747562599375186","11.2151165","3.0982792","0","0","6","1.5570627","77.59809555315248","1.2325658","62.956554","67","0","86.07753798323948","11.579121","7.433858","0","0","7","null","null","null","null","null","null","-0.44686437","2.1232338","845515449","null","null","null","null","2016","null","null","null","null","null","null","null","null","null","null","null","null","null","null","-33.764797","18.094711","-18.431448","31.24484","0.24024764","0.6695279","0.22570924","0.36223567","1636148068921376800","3403818829700920576","null","null","null","null","null","8","Gaia DR3 3403818829700920576","83.55030128188855","22.03193702886039","null","null","null","null","null","null","20.96274","21.48623","19.910671","NOT_AVAILABLE","1.5755596","0.5234909","1.0520687","null","null","null","0","false","false","false","false","false","false","null","null","null","null","null","null","null"
"null","null","68.806786","1.2471552","0.17432658","0.7389752","8","1","66","0","67","3","false","24.761824","null","null","-5.837084794088894","0.0000129613345","0.000025557243","0.9996925","8.884756","null","null","null","null","null","null","false","null","null","-1.2708963807031577","84.02322161605441","null","null","null","false","false","false","false","0","0","0.047283437","37.17336","184.49979078404405","null","null","null","9","0","null","null","5","null","null","null","null","null","21.45278454022261","6.9230213","3.0987604","0","0","6","1.6010832","86.77259313825583","1.5895815","54.588326","67","0","117.477356855172","18.593958","6.3180394","0","0","6","null","null","null","null","null","null","-0.9887791","12.138015","1461047399","null","null","null","null","2016","null","null","null","null","null","null","null","null","null","null","null","null","null","null","-3.2781382","25.794573","29.288618","29.62653","0.20466675","0.75396645","0.09407383","0.67289543","1636148068921376800","3403818864060655488","null","null","null","null","null","7","Gaia DR3 3403818864060655488","83.5519102993009","22.03470438832367","null","null","null","null","null","null","20.84141","22.009832","19.57301","NOT_AVAILABLE","2.436823","1.1684227","1.2684002","null","null","null","0","false","false","false","false","false","false","null","null","null","null","null","null","null"
"null","null","212.59888","0","0","-0.24837087","24","2","206","0","208","95","false","3.401526","null","null","-5.829864736246036","4.523791e-10","6.2679345e-10","0.9999989","1.0643002","-0.65725327","-0.8796163","0.65831923","-0.078701384","null","null","false","null","null","-1.2706256854643783","84.03139202480247","null","null","null","false","false","false","false","0","0","0.022750078","20.696154","184.5036404437461","null","null","null","25","0","null","null","15","null","-1.4185512","0.5385401","-0.25771636","-0.015965182","37.598542851513265","7.3748474","5.098213","0","0","18","1.3580887","129.36042259796614","0.83051676","155.75896","205","1","138.08438746960397","8.191705","16.856611","0","0","21","2.6397276","0.2056729","-0.77869296","-0.033255626","1.2555375","0.18104163","-0.68637574","1.1416","442994944","0.44457626","0.59235644","-0.5405056","-0.19867522","2016","null","null","null","null","null","null","null","null","null","null","null","null","null","null","-47.312275","18.116346","-17.51296","26.025805","0.21282735","0.6921811","0.23357554","0.4242277","1636148068921376800","3403818864060650752","null","null","null","null","null","12","Gaia DR3 3403818864060650752","83.56070055083114","22.035339549745142","-1.6172989930126742","1.1401062","2.4927804438375434","2.0779974","-0.8684509492514534","1.2543339","20.407864","21.400614","19.397533","NOT_AVAILABLE","2.0030804","0.99275017","1.0103302","null","null","0.9859479","0","false","false","false","false","false","false","null","null","null","null","null","null","null"
"null","null","234.84683","0.9147971","1.348941","0.54360944","25","0","205","0","205","95","false","1.22358","null","null","-5.829972839276069","5.119463e-13","2.477036e-13","0.99995905","0.49768838","-0.42707488","-0.8461335","0.5203159","-0.0056714453","null","null","false","null","null","-1.2672152492544275","84.02931047934511","null","null","null","false","false","false","false","0","0","0.029024616","2.6573088","184.49962592278447","null","null","null","26","0","null","null","17","null","2.787462","0.29989797","0.015669774","-0.15120216","60.00245566819329","9.1985445","6.523038","0","0","22","1.4908979","322.8477247090093","1.272419","253.72754","204","0","421.33054904723116","16.148306","26.091316","0","0","24","0.9637822","0.18887514","-0.6490918","-0.14485148","1.2038164","0.08016142","-0.74665046","0.62861466","1629097362","0.36283386","0.6402901","-0.52880204","-0.004102868","2016","null","null","null","null","null","null","null","null","null","null","null","null","null","null","-19.794127","19.793259","-5.975513","25.42845","0.22787613","0.72603786","0.1347542","0.4720723","1636148068921376800","3403818859763956864","null","null","null","null","null","13","Gaia DR3 3403818859763956864","83.55829352872652","22.038653711055694","1.3594254452238053","0.4876929","-0.7370942700714692","0.69016117","-0.6209412959270969","0.4924538","19.414873","20.89312","18.186338","NOT_AVAILABLE","2.7067814","1.4782467","1.2285347","null","null","1.0256823","0","false","false","false","false","false","false","null","null","null","null","null","null","null"
