abs_corr,ci,ci_sigma,dsigma,extinction,htmid,kron_radius,kron_radius_sigma,num_filters,num_visits,spectrum_flag,start_mjd,start_time,stop_mjd,stop_time,x,y,z,match_id,target_name,num_images,num_images_per_filter,ra,dec,filter,flux,flux_sigma
"Y","1.9759701259100615","0","0","1.0941359996795654","16734343796988","0.45499999999999996","0","1","1","N","51570.526560250204","2000-01-27 12:38:14.810","51570.6240139585","2000-01-27 14:58:34.810","0.10332657812001353","0.9213852654790966","0.3746635968603486","30248309","CRAB-FIELD-1","1","1","83.60143326834392","22.003522599462187","w2_f502n","19.874990463256836","0"
"Y","1.5562523497964125","1.0205737466645446","0","1.0941359996795654","16734343848810","0.3499999940395355","0","2","1","N","51570.39531025011","2000-01-27 09:29:14.810","51570.6240139585","2000-01-27 14:58:34.810","0.10335267100176197","0.9213532245483554","0.3747351878479375","12831609","CRAB-FIELD-1","2","1","83.59961013044101","22.0079467784664","w2_f502n","19.623390197753906","0"
"Y","1.117938434779316","0.2585733028810064","28.042251281167474","1.0941359996795654","16734343274567","0.3039285680225917","0.19250712974239853","6","23","N","50080.386308562476","1995-12-29 09:16:17.063","57491.28130570147","2016-04-13 06:45:04.813","0.10331542392354567","0.921358078882762","0.37473352353109823","45074696","V-CM-TAU","28","1","83.60193105413803","22.007843925457355","w2_f631n","19.235191345214844","0"
"Y","1.117938434779316","0.2585733028810064","28.042251281167474","1.0941359996795654","16734343274567","0.3039285680225917","0.19250712974239853","6","23","N","50080.386308562476","1995-12-29 09:16:17.063","57491.28130570147","2016-04-13 06:45:04.813","0.10331542392354567","0.921358078882762","0.37473352353109823","45074696","V-CM-TAU","28","7","83.60193105413803","22.007843925457355","w2_f547m","19.57769012451172","0.013599395751953125"
"Y","1.117938434779316","0.2585733028810064","28.042251281167474","1.0941359996795654","16734343274567","0.3039285680225917","0.19250712974239853","6","23","N","50080.386308562476","1995-12-29 09:16:17.063","57491.28130570147","2016-04-13 06:45:04.813","0.10331542392354567","0.921358078882762","0.37473352353109823","45074696","V-CM-TAU","28","1","83.60193105413803","22.007843925457355","w2_f673n","18.931791305541992","0"
"Y","1.117938434779316","0.2585733028810064","28.042251281167474","1.0941359996795654","16734343274567","0.3039285680225917","0.19250712974239853","6","23","N","50080.386308562476","1995-12-29 09:16:17.063","57491.28130570147","2016-04-13 06:45:04.813","0.10331542392354567","0.921358078882762","0.37473352353109823","45074696","V-CM-TAU","28","16","83.60193105413803","22.007843925457355","a_f550m","19.453499794006348","0.03240013122558594"
"Y","1.117938434779316","0.2585733028810064","28.042251281167474","1.0941359996795654","16734343274567","0.3039285680225917","0.19250712974239853","6","23","N","50080.386308562476","1995-12-29 09:16:17.063","57491.28130570147","2016-04-13 06:45:04.813","0.10331542392354567","0.921358078882762","0.37473352353109823","45074696","V-CM-TAU","28","2","83.60193105413803","22.007843925457355","w2_f814w","18.726195335388184","0.011605262756347656"
"Y","1.028573549217536","0.12325011523815707","17.881290008439706","1.0941359996795654","16734343275293","0.2671666628917058","0.10459019611773007","5","24","N","50080.386308562476","1995-12-29 09:16:17.063","57491.28130570147","2016-04-13 06:45:04.813","0.10329599118828466","0.9213596011053592","0.3747351380061779","102876015","V-CM-TAU","30","2","83.60313497998642","22.007943698288337","w2_f631n","18.193944931030273","1.1351451873779297"
"Y","1.028573549217536","0.12325011523815707","17.881290008439706","1.0941359996795654","16734343275293","0.2671666628917058","0.10459019611773007","5","24","N","50080.386308562476","1995-12-29 09:16:17.063","57491.28130570147","2016-04-13 06:45:04.813","0.10329599118828466","0.9213596011053592","0.3747351380061779","102876015","V-CM-TAU","30","16","83.60313497998642","22.007943698288337","a_f550m","19.53950023651123","0.028900146484375"
"Y","1.028573549217536","0.12325011523815707","17.881290008439706","1.0941359996795654","16734343275293","0.2671666628917058","0.10459019611773007","5","24","N","50080.386308562476","1995-12-29 09:16:17.063","57491.28130570147","2016-04-13 06:45:04.813","0.10329599118828466","0.9213596011053592","0.3747351380061779","102876015","V-CM-TAU","30","8","83.60313497998642","22.007943698288337","w2_f547m","19.687146186828613","0.034801483154296875"
